#,Invoice,Additional information,Right steering wheel position,Climatisation,Colour,Origin,Varnish,Number of Seats,Door Count,Power,Type,Drive,VIN number,Brand,Offer type,Light,Origin,Engine capacity,Mileage,Fuel,Year of production,Transmission,Condition,Varnish,Features- safety,Features-  comfort,Features-  multimedia,Features- other,Download_date,Model,Ticket,Price,Serie,Title
133,Wystawiam faktur? VAT,,,automatyczna dwustrefowa,Srebrny,,,,5,140 KM,Kombi,Na przednie ko?a,,Audi,,,,2000 cm³,270000 km,Diesel,2005,Automatyczna,U?ywany,,,,,,2020-07-07 15:03:31.423421,A4,9331388777,10000,B7 (2004-2007),Audi a4 b7 9331388777 - Allegro.pl
134,Wystawiam faktur? VAT-mar?a,Zarejestrowany w Polsce,Nie,automatyczna dwustrefowa,Bia?y,Stany Zjednoczone,,4/5,5,211 KM,Sedan,4x4,,Audi,sprzeda?,?wiat?a do jazdy dziennej,,1998 cm³,170000 km,Benzyna,2013,Automatyczna,U?ywany,,,,,,2020-07-07 15:03:32.592493,A6,9128378905,54900,C7 (2011-),Audi A6 C7 4X4 2.0 BENZ 211KM WARSZAWA 9128378905 - Allegro.pl
135,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,inny,,,4/5,5,177 KM,Sedan,Na przednie ko?a,WAUZZZ4F25N094194,Audi,sprzeda?,,,2400 cm³,210000 km,Benzyna,2005,Automatyczna,U?ywany,,,,,,2020-07-07 15:03:34.000780,A6,9445677032,23700,C6 (2004-2011),S-Line 2.4i 177KM Serwisowana Gwarancja ! 9445677032 - Allegro.pl
136,Nie wystawiam faktury,,,manualna,Zielony,,,,5,1800 KM,Kombi,Na przednie ko?a,,Audi,,,,1800 cm³,37000 km,Benzyna + LPG,1996,Manualna,U?ywany,,,,,,2020-07-07 15:03:35.422945,A4,9443367982,1500,B5 (1995-2001),Audi a4b5 benzyna +LPG 9443367982 - Allegro.pl
137,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,inny,,,,5,102 KM,Sedan,Na przednie ko?a,,Audi,,?wiat?a przeciwmg?owe,,1600 cm³,359000 km,Benzyna + LPG,2001,Manualna,U?ywany,,,,Radio fabryczne,,2020-07-07 15:03:38.340570,A4,9439110248,10000,B6 (2000-2004),"Audi A4 B6 1,6 9439110248 - Allegro.pl"
138,Nie wystawiam faktury,Zarejestrowany w Polsce,,automatyczna dwustrefowa,Srebrny,,Metalik,4/5,5,160 KM,Sedan,Na przednie ko?a,WAUZZZ8K28N026487,Audi,,,,1798 cm³,195406 km,Benzyna,2008,Automatyczna,U?ywany,,,,,,2020-07-07 15:03:39.302670,A4,9306631948,28900,B8 (2007-2015),"AUDI A4 (8K2, B8) 1.8 TFSI 160 KM kamera cofania! 9306631948 - Allegro.pl"
139,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna jednostrefowa,Czarny,Niemcy,Metalik,4/5,5,120 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,,2000 cm³,197000 km,Diesel,2008,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:03:40.402900,A4,9457156045,31900,B8 (2007-2015),CZARNE AUDI A4 2.0TDI zNIEMIEC BI-XENON LEDY 2xPDC 9457156045 - Allegro.pl
140,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Czarny,Polska,Metalik,,5,170 KM,Liftback,Na przednie ko?a,,Audi,sprzeda?,,,1798 cm³,413888 km,Benzyna,2012,Manualna,U?ywany,,,,,,2020-07-07 15:03:41.584278,A5,9303484463,41500,8T (2007-2016),AUDI A5 Sportback (8TA) 1.8 TFSI 170 KM LIFT 9303484463 - Allegro.pl
141,Nie wystawiam faktury,,,automatyczna jednostrefowa,Szary,,,,5,143 KM,Kombi,,,Audi,,,,1968 cm³,228351 km,Diesel,2011,Manualna,Uszkodzony,,,,,,2020-07-07 15:03:42.838483,A4,9389511238,22900,B8 (2007-2015),Audi A4 143KM 9389511238 - Allegro.pl
142,Nie wystawiam faktury,Zarejestrowany w Polsce,,automatyczna dwustrefowa,Szary,Niemcy,Metalik,,5,240 KM,Kombi,4x4,,Audi,sprzeda?,,,2967 cm³,211000 km,Diesel,2008,Automatyczna,U?ywany,,,,,,2020-07-07 15:03:44.203841,A4,9174346202,29800,B8 (2007-2015),AUDI A4 Avant 3.0 TDI quattro 240 KM 9174346202 - Allegro.pl
143,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,inny,Niemcy,Metalik,4/5,5,256 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,,krajowe,3200 cm³,270000 km,Benzyna,2005,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:03:45.256069,A6,9343019606,17000,C6 (2004-2011),audi a6 C6 9343019606 - Allegro.pl
144,Wystawiam faktur? VAT-mar?a,,,automatyczna jednostrefowa,Srebrny,,Metalik,,5,90 KM,Liftback,Na przednie ko?a,,Audi,sprzeda?,?wiat?a przeciwmg?owe,import,1422 cm³,260000 km,Diesel,2004,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:03:46.209941,A2,9465999557,13900,,"AUDI A2 (8Z0) 1.4 TDI 90 KM, PERFEKCYJNY STAN ! 9465999557 - Allegro.pl"
145,Wystawiam faktur? VAT-mar?a,,,automatyczna jednostrefowa,Srebrny,,Metalik,,5,90 KM,Liftback,Na przednie ko?a,,Audi,sprzeda?,?wiat?a przeciwmg?owe,import,1422 cm³,260000 km,Diesel,2004,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:03:47.285029,A2,9372427395,13900,,"AUDI A2 (8Z0) 1.4 TDI 90 KM, PERFEKCYJNY STAN ! 9372427395 - Allegro.pl"
146,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,inny,,,4/5,5,350 KM,Kombi,4x4,WAUZZZ4F1AN046678,Audi,sprzeda?,,,4200 cm³,220000 km,Benzyna,2009,Automatyczna,U?ywany,,,,,,2020-07-07 15:03:48.340515,A6,9445680106,49700,C6 (2004-2011),S6 4.2i V8 350KM Exclusive ! Full Opcja ! 9445680106 - Allegro.pl
147,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Czarny,Niemcy,Metalik,4/5,5,143 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,,1968 cm³,229500 km,Diesel,2010,Automatyczna,U?ywany,,,,,,2020-07-07 15:03:49.338465,A4,9374991212,29900,B8 (2007-2015),AUDI A4 B8 2.0CR COMFORTLINE 2010 Z NIEMIECPERFEKT 9374991212 - Allegro.pl
148,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,,,,5,140 KM,Hatchback,,,Audi,,,,2000 cm³,100000 km,Diesel,2006,Manualna,Uszkodzony,,,,,,2020-07-07 15:03:50.450335,A3,9415097700,4500,8P (2003-2012),AUDI A3 8P CA?A LUB NA CZ??CI 9415097700 - Allegro.pl
149,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,inny,,Metalik,4/5,5,143 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,,1998 cm³,240 km,Diesel,2009,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:03:51.632604,A4,9384692647,28800,B8 (2007-2015),Audi a4 b8 9384692647 - Allegro.pl
150,Wystawiam faktur? VAT-mar?a,Serwisowany w ASO,,automatyczna dwustrefowa,Bia?y,,,4/5,5,180 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,,2000 cm³,192000 km,Benzyna,2008,Manualna,U?ywany,,,,,,2020-07-07 15:03:52.750908,A4,9429357611,29900,B8 (2007-2015),2.0 Turbo 180KM # Navigacja # Klimatronik # Tempom 9429357611 - Allegro.pl
151,Wystawiam faktur? VAT,,Nie,automatyczna czterostrefowa,Czarny,Holandia,,4/5,5,150 KM,Kombi,Na przednie ko?a,WAUZZZF45GA109907,Audi,sprzeda?,,import,1968 cm³,158000 km,Diesel,2016,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:03:53.907969,A4,9129667477,56800,B9 (2015-),Audi A4 B9 Avant 2.0 TDI Ultra Pe?en LED Euro 6 9129667477 - Allegro.pl
152,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Srebrny,Niemcy,Metalik,4/5,5,177 KM,Sedan,Na przednie ko?a,WAUZZZ4F75N118974,Audi,sprzeda?,,import,2400 cm³,260000 km,Benzyna,2005,Automatyczna,U?ywany,,,,,,2020-07-07 15:03:55.096033,A6,9421616508,26700,C6 (2004-2011),Audi A6 2.4 V6 177KM Navi Klimatronik Bi Xenon 9421616508 - Allegro.pl
153,Wystawiam faktur? VAT,Zarejestrowany w Polsce,Nie,automatyczna dwustrefowa,Srebrny,,Metalik,,5,225 KM,Sedan,4x4,,Audi,sprzeda?,,,2000 cm³,138000 km,Benzyna,2013,Automatyczna,U?ywany,,,,,,2020-07-07 15:03:56.249211,A4,9461820064,54700,B8 (2007-2015),Audi A4 b8 lift 2013 Quattro 2.0 Turbo pakiet RS4 9461820064 - Allegro.pl
154,Nie wystawiam faktury,,,automatyczna dwustrefowa,Bia?y,,,,4,180 KM,Coupe,Na przednie ko?a,,Audi,,,,2000 cm³,210000 km,Benzyna,2010,Manualna,U?ywany,,,,,,2020-07-07 15:03:57.146192,A5,9385705943,41999,8T (2007-2016),Bia?aAudi A5 S-LINE DWA KOMPLETY KÓ?!!!!! 9385705943 - Allegro.pl
155,Nie wystawiam faktury,,,automatyczna dwustrefowa,Szary,,,,5,180 KM,Sedan,Na przednie ko?a,,Audi,,,,2700 cm³,263000 km,Diesel,2006,Automatyczna,U?ywany,,,,,,2020-07-07 15:03:58.108756,A4,9408683896,18800,B7 (2004-2007),2x S-Line Navi DVD Bi-Xenony Skóra Park Szybe Bose 9408683896 - Allegro.pl
156,Nie wystawiam faktury,Zarejestrowany w Polsce,Nie,automatyczna dwustrefowa,Z?oty,Francja,Metalik,,5,130 KM,Sedan,Na przednie ko?a,WAUZZZ8E83A202386,Audi,sprzeda?,?wiat?a przeciwmg?owe,import,1896 cm³,255953 km,Diesel,2002,Manualna,U?ywany,naprawy blacharsko-lakiernicze,,,,,2020-07-07 15:03:59.209470,A4,9391465367,12900,B6 (2000-2004),"AUDI A4 (8E2, B6) 1.9 TDI 130 KM Avant Navi Alu 16 9391465367 - Allegro.pl"
157,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,inny,,,,5,333 KM,Sedan,4x4,,Audi,sprzeda?,,,2995 cm³,112000 km,Benzyna,2014,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:00.585170,A6,9371653499,80000,C7 (2011-),Audi A6 Premium PLUS Quattro 3.0 330HP Gwarancja 9371653499 - Allegro.pl
158,Nie wystawiam faktury,,,automatyczna dwustrefowa,Bordowy,,,,5,210 KM,SUV,4x4,,Audi,,,,2000 cm³,270000 km,Benzyna,2010,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:03.886175,Q5,9331977074,38800,8R (2008-2016),AUDI Q5 9331977074 - Allegro.pl
159,Nie wystawiam faktury,Serwisowany w ASO,Nie,automatyczna dwustrefowa,Bia?y,Niemcy,Per?owy,4/5,5,160 KM,Hatchback,Na przednie ko?a,,Audi,sprzeda?,,import,1800 cm³,150000 km,Benzyna,2010,Manualna,U?ywany,,,,,,2020-07-07 15:04:05.892797,A3,9408991718,26700,8P (2003-2012),"AUDI A3 S-LINE 1.8 NAVI, BI-XENON+LED 2010 !! 9408991718 - Allegro.pl"
160,Nie wystawiam faktury,,,automatyczna dwustrefowa,Szary,,,,5,205 KM,Kombi,4x4,,Audi,,,,2000 cm³,262000 km,Benzyna,2004,Manualna,U?ywany,,,,,,2020-07-07 15:04:07.348060,A4,9282139096,14000,B7 (2004-2007),Audi Quattro A4 B7 2004 2.0 TFSI 9282139096 - Allegro.pl
161,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Niebieski,Niemcy,Per?owy,,4,143 KM,Coupe,Na przednie ko?a,,Audi,sprzeda?,,krajowe,2000 cm³,183000 km,Diesel,2013,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:08.800066,A5,9329675989,59800,8T (2007-2016),Audi a5 sportback 2.0 TDI lift Edytion ful led 9329675989 - Allegro.pl
162,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Czarny,Niemcy,Akryl (niemetalizowany),4/5,5,177 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,import,1998 cm³,211000 km,Diesel,2012,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:10.158614,A6,9366744258,56900,C7 (2011-),Audi A6 C7 Avant 2012 2.0TDI 177KM Super Stan! 9366744258 - Allegro.pl
163,Wystawiam faktur? VAT,,Nie,automatyczna dwustrefowa,Niebieski,Niemcy,Metalik,4/5,5,200 KM,Kombi,Na przednie ko?a,WAUZZZ8E25A429446,Audi,sprzeda?,,import,1984 cm³,280000 km,Benzyna,2005,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:11.268687,A4,9308352317,13000,B7 (2004-2007),AUDI A4 B7 Avant 2.0 TFSI 200KM FWD S-Line zadbany 9308352317 - Allegro.pl
164,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,inny,,,4/5,5,165 KM,Kombi,Na przednie ko?a,wauzzz4bzxn006666,Audi,sprzeda?,,,2400 cm³,290000 km,Benzyna,1998,Automatyczna,U?ywany,,,Tapicerka tekstylna,,,2020-07-07 15:04:12.982511,A6,9466698443,2900,C5 (1997-2004),2.4i 165KM ! Wa?ne op?aty ! O K A Z J A ! 9466698443 - Allegro.pl
165,Nie wystawiam faktury,,,automatyczna dwustrefowa,inny,,,,5,130 KM,Kombi,Na przednie ko?a,,Audi,,,,1900 cm³,338180 km,Diesel,2002,Manualna,U?ywany,,,,,,2020-07-07 15:04:14.135984,A6,9436922377,5500,C5 (1997-2004),AUDI A6 C5 1.9 TDI 130 KM 2002r 9436922377 - Allegro.pl
166,Wystawiam faktur? VAT,,Nie,automatyczna czterostrefowa,Szary,Niemcy,Metalik,,5,150 KM,Kombi,Na przednie ko?a,wauzzz8k8fa170064,Audi,sprzeda?,,import,2000 cm³,192000 km,Diesel,2015,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:15.750125,A4,9446600389,48300,B8 (2007-2015),Audi A4 B8 2x S-line Competition Ju? wkrótce 9446600389 - Allegro.pl
167,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,Niebieski,,Metalik,4/5,5,240 KM,Kombi,4x4,,Audi,sprzeda?,,import,2967 cm³,373000 km,Diesel,2008,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:22.405353,A6,9462929447,18900,C6 (2004-2011),AUDI A6 Avant 3.0 TDI quattro 240 KM BOSE ACC NAVI 9462929447 - Allegro.pl
168,Nie wystawiam faktury,,,automatyczna jednostrefowa,Czarny,,,,5,90 KM,Sedan,,,Audi,,,,1900 cm³,75000 km,Diesel,1997,Manualna,U?ywany,,,,,,2020-07-07 15:04:23.614923,A4,9367315934,15999,B5 (1995-2001),"Audi A4 B5 1997r 1,9TDI 90KM 75tys km WLKP 9367315934 - Allegro.pl"
169,Wystawiam faktur? VAT,,,manualna,Bia?y,,,,5,180 KM,Sedan,Na przednie ko?a,,Audi,,,,1950 cm³,128540 km,Benzyna,2013,Manualna,U?ywany,,,,,,2020-07-07 15:04:24.850393,A6,9460202563,49900,C7 (2011-),Audi A6 C7 2.0TFSI 2013r Polska salon 9460202563 - Allegro.pl
170,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,Z?oty,Niemcy,Metalik,,5,170 KM,SUV,4x4,,Audi,sprzeda?,,import,2000 cm³,190000 km,Diesel,2009,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:26.092635,Q5,9465984954,53500,8R (2008-2016),"AUDI Q5, 2,0 TDI QUATTRO, Bezwypadkowy, Super Stan 9465984954 - Allegro.pl"
171,Nie wystawiam faktury,,,automatyczna jednostrefowa,Bia?y,,,,5,140 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,,2000 cm³,272000 km,Diesel,2008,Manualna,U?ywany,,,,,,2020-07-07 15:04:28.827247,A4,9385209814,26300,B8 (2007-2015),audi b8 9385209814 - Allegro.pl
172,Nie wystawiam faktury,Zarejestrowany w Polsce,,automatyczna dwustrefowa,Szary,,,,5,211 KM,Sedan,4x4,,Audi,sprzeda?,?wiat?a do jazdy dziennej,,2000 cm³,211451 km,Benzyna,2009,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:30.238392,A4,9298923156,25000,B8 (2007-2015),Audi a4b8 2.0tfsi 9298923156 - Allegro.pl
173,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Czarny,Niemcy,Metalik,4/5,5,220 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,,,2700 cm³,220000 km,Diesel,2006,Manualna,U?ywany,,,,,,2020-07-07 15:04:33.980003,A4,9296924646,24000,B7 (2004-2007),audi a4 B7 2.7 diesel 220km 9296924646 - Allegro.pl
174,Wystawiam faktur? VAT-mar?a,Zarejestrowany w Polsce,Nie,automatyczna jednostrefowa,Szary,Niemcy,Metalik,4/5,5,255 KM,Kombi,4x4,,Audi,sprzeda?,,,3123 cm³,262000 km,Benzyna,2005,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:35.899990,A4,9450891086,24999,B7 (2004-2007),Audi A4 B7 3.2 4x4 S-line Xenon Alu BBS Zamiana 9450891086 - Allegro.pl
175,Wystawiam faktur? VAT,,,automatyczna dwustrefowa,Niebieski,,,,5,179 KM,Sedan,Na przednie ko?a,,Audi,,,,2698 cm³,239400 km,Diesel,2006,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:37.446101,A6,9358621081,17500,C6 (2004-2011),audi A6 C6 2006 multitronic 9358621081 - Allegro.pl
176,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Czarny,Niemcy,Metalik,4/5,5,190 KM,Kombi,Na przednie ko?a,WAUZZZ4F5AN078288,Audi,,,import,2698 cm³,242000 km,Diesel,2010,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:38.785269,A6,9437713443,28300,C6 (2004-2011),Audi A6 Lifting z Niemiec ?wie?o sprowadzona MMI 9437713443 - Allegro.pl
177,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Czarny,,Metalik,4/5,5,177 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,krajowe,2000 cm³,25460 km,Diesel,2012,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:40.619722,A4,8381659339,49999,B8 (2007-2015),AUDI A4 2.0 TDI 177 km LIFT 3 X S LINE PLUS SERWIS 8381659339 - Allegro.pl
178,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,Br?zowy,,Metalik,,5,190 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,,2000 cm³,190 km,Diesel,2015,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:42.202907,A6,9406174924,78900,C7 (2011-),RARYTAS_S LINE SPORT PLUS_Havana_MAX WERSJA_RADAR 9406174924 - Allegro.pl
179,Nie wystawiam faktury,Bezwypadkowy,Nie,automatyczna dwustrefowa,Srebrny,Austria,Metalik,4/5,5,160 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,,,1800 cm³,150000 km,Benzyna,2008,Manualna,U?ywany,,,,,,2020-07-07 15:04:43.327727,A4,9431648469,37900,B8 (2007-2015),Audi A4 b8 s-line PRYWATNIE 9431648469 - Allegro.pl
180,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Czarny,Niemcy,Metalik,,5,160 KM,Kombi,Na przednie ko?a,,Audi,,,,1798 cm³,166000 km,Benzyna,2009,Manualna,U?ywany,,,,,Alufelgi,2020-07-07 15:04:44.443435,A4,8514115008,28999,B8 (2007-2015),AUDI A4 B8 Avant 1.8 TFSI 2009 R 8514115008 - Allegro.pl
181,Wystawiam faktur? VAT,Dodatkowy komplet opon,,automatyczna dwustrefowa,Czarny,,Metalik,4/5,5,190 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,,,2000 cm³,137000 km,Diesel,2012,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:45.617726,A6,9270562329,63000,C7 (2011-),"Audi A6 C7 S-line, 2.0TDI 137000km. 9270562329 - Allegro.pl"
182,Nie wystawiam faktury,,Nie,automatyczna czterostrefowa,Br?zowy,Belgia,Metalik,4/5,5,177 KM,Kombi,Na przednie ko?a,wauzzz4g9en005214,Audi,sprzeda?,,krajowe,1968 cm³,297000 km,Diesel,2013,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:46.994847,A6,9463608468,56300,C7 (2011-),"AUDI A6 Avant (4G5, 4GD, C7) 2.0 TDI 177 KM 9463608468 - Allegro.pl"
183,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,,,,5,170 KM,Hatchback,4x4,,Audi,,,,1968 cm³,289500 km,Diesel,2007,Manualna,Uszkodzony,,,,,,2020-07-07 15:04:48.488483,A3,9399608367,12700,8P (2003-2012),Audi A3 Quattro 2.0 TDI Sline Sport 170kM 2007 4×4 9399608367 - Allegro.pl
184,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Niebieski,Belgia,Metalik,2/3,5,105 KM,Coupe,Na przednie ko?a,,Audi,sprzeda?,,import,1900 cm³,300000 km,Diesel,2007,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:49.907502,A3,9245737631,14900,8P (2003-2012),A3 1.9 TDI 105km oriALU + ROTOR + KLIMA + TEMPOMAT 9245737631 - Allegro.pl
185,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Bia?y,Stany Zjednoczone,Per?owy,2/3,5,210 KM,Coupe,4x4,,Audi,sprzeda?,,,1998 cm³,327000 km,Benzyna,2013,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:51.554714,A5,9128379681,44999,8T (2007-2016),Audi A5 9128379681 - Allegro.pl
186,Nie wystawiam faktury,,,automatyczna dwustrefowa,Szary,,,,5,143 KM,Sedan,Na przednie ko?a,,Audi,,,,2000 cm³,276000 km,Diesel,2008,Manualna,U?ywany,,,,,,2020-07-07 15:04:52.775999,A4,9387914112,26900,B8 (2007-2015),Audi A4 B8 2008r 2.0TDi 143KM 9387914112 - Allegro.pl
187,Nie wystawiam faktury,,,automatyczna jednostrefowa,Czarny,,,,4,242 KM,Coupe,4x4,,Audi,,,,3000 cm³,229300 km,Diesel,2007,Manualna,U?ywany,,,,,,2020-07-07 15:04:54.129115,A5,9355140835,33900,8T (2007-2016),Audi A5 3.0manual quattro 240km 9355140835 - Allegro.pl
188,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna jednostrefowa,Srebrny,Niemcy,Metalik,4/5,5,143 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,?wiat?a do jazdy dziennej,,1968 cm³,284207 km,Diesel,2011,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:56.093777,A4,9401037883,29999,B8 (2007-2015),Audi A4 9401037883 - Allegro.pl
189,Wystawiam faktur? VAT,,,automatyczna dwustrefowa,Szary,,,,5,177 KM,Kombi,Na przednie ko?a,,Audi,,,,2000 cm³,277000 km,Diesel,2012,Automatyczna,U?ywany,,,,,,2020-07-07 15:04:57.238672,A6,9156575566,62900,C7 (2011-),Audi A6 C7 S-Line 2.0 TDI Kombi 9156575566 - Allegro.pl
190,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,,,,5,177 KM,Sedan,Na przednie ko?a,,Audi,,,,1998 cm³,179000 km,Diesel,2011,Manualna,U?ywany,,,,,,2020-07-07 15:04:58.387333,A6,9383264758,53200,C7 (2011-),Audi a6 c7 sedan 2.0tdi 2012 webasto 9383264758 - Allegro.pl
191,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Czarny,Belgia,Metalik,4/5,5,143 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,krajowe,2000 cm³,293000 km,Diesel,2015,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:04:59.794656,A6,9399218178,59999,C7 (2011-),Audi a6 2.0tdi cr ultra lifting model automat 9399218178 - Allegro.pl
192,Nie wystawiam faktury,,,automatyczna jednostrefowa,Br?zowy,,,,5,333 KM,Coupe,,,Audi,,,,3000 cm³,125308 km,Benzyna,2012,Automatyczna,Uszkodzony,,,,,,2020-07-07 15:05:00.890667,A5,9389468619,44900,8T (2007-2016),Audi S5 333KM 9389468619 - Allegro.pl
193,Nie wystawiam faktury,,,automatyczna dwustrefowa,Srebrny,,,,5,105 KM,Coupe,Na przednie ko?a,,Audi,,,,1900 cm³,348000 km,Diesel,2003,Manualna,U?ywany,,,,,,2020-07-07 15:05:02.041412,A3,9412570386,6499,8P (2003-2012),Audi A3 2003 8P 9412570386 - Allegro.pl
194,Wystawiam faktur? VAT-mar?a,Zarejestrowany w Polsce,,automatyczna jednostrefowa,Br?zowy,,Per?owy,4/5,5,143 KM,Kombi,Na przednie ko?a,WAUZZZ8K2DA025048,Audi,sprzeda?,,import,2000 cm³,261000 km,Diesel,2012,Manualna,U?ywany,,,,,,2020-07-07 15:05:03.457805,A4,9433779059,39900,B8 (2007-2015),Audi A4 Skóra Panorama Navi PDC Alu 9433779059 - Allegro.pl
195,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,Niemcy,Metalik,4/5,5,225 KM,Sedan,4x4,,Audi,sprzeda?,,,2967 cm³,460000 km,Diesel,2005,Automatyczna,U?ywany,naprawy blacharsko-lakiernicze,,,,,2020-07-07 15:05:04.734893,A6,9344339832,13500,C6 (2004-2011),"AUDI A6 (4F2, C6) 3.0 TDI quattro 225 KM 9344339832 - Allegro.pl"
196,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Czarny,Niemcy,Per?owy,4/5,5,102 KM,Hatchback,Na przednie ko?a,,Audi,sprzeda?,?wiat?a przeciwmg?owe,import,1600 cm³,160000 km,Benzyna,2006,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:05:05.803292,A3,9444757108,20900,8P (2003-2012),PI?KNE_A3_SPORTBACK_1.6 BENZ_102 KM_ORGINA?_SERWIS 9444757108 - Allegro.pl
197,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Srebrny,,Metalik,4/5,5,224 KM,Sedan,4x4,,Audi,sprzeda?,,,1984 cm³,57638 km,Benzyna,2016,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:06.934434,A4,9393330983,64999,B8 (2007-2015),"AUDI A4 8K2, B8 2.0 TFSI QUATTRO 224 SEDAN S-LINE 9393330983 - Allegro.pl"
198,Nie wystawiam faktury,,,automatyczna jednostrefowa,Srebrny,,,,5,130 KM,Kombi,Na przednie ko?a,,Audi,,,,1900 cm³,202500 km,Diesel,2002,Manualna,U?ywany,,,,,,2020-07-07 15:05:07.988676,A4,9468617403,9500,B6 (2000-2004),Audi A4 1.9 TDI 130KM MA?Y PRZEBIEG!!! 9468617403 - Allegro.pl
199,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,Szary,Dania,,4/5,5,250 KM,Kombi,4x4,WAUZZZ4B93N055872,Audi,sprzeda?,,import,2700 cm³,221466 km,Benzyna,2003,Automatyczna,U?ywany,,,,,,2020-07-07 15:05:09.157397,A6,9088762136,12900,C6 (2004-2011),2.7 Biturbo* 250 KM* Quattro* XEON* Skóra* Automat 9088762136 - Allegro.pl
